Date,Predicted_HashRate,Actual_HashRate
2023-08-02,3.8983717685402645e+20,4.00593193298328e+20
2023-08-05,4.02576947668934e+20,4.00593193298328e+20
2023-08-06,3.838180120879023e+20,4.266057383176998e+20
2023-08-11,3.99558623729544e+20,3.932613246401614e+20
2023-08-12,3.66005599267776e+20,4.349313987742182e+20
2023-08-13,4.03272008982975e+20,3.515912505061046e+20
2023-08-14,4.112767744500622e+20,4.4534891730773246e+20
2023-08-15,4.020556452888409e+20,4.4534891730773246e+20
2023-08-16,3.913023464112117e+20,4.2451388024070406e+20
2023-08-17,3.61267684520227e+20,4.0628322280705425e+20
2023-08-18,3.605074424900914e+20,3.620087690396188e+20
2023-08-19,3.835280848405687e+20,3.6461314867299746e+20
2023-08-20,3.860316122958538e+20,4.2190950060732554e+20
2023-08-21,3.660778448707504e+20,4.297226395074612e+20
2023-08-22,3.651568790152926e+20,3.7242628757313303e+20
2023-08-23,3.638235890785522e+20,3.926238919211806e+20
2023-08-24,3.6392837070311666e+20,3.8432902096509934e+20
2023-08-25,3.660215099666491e+20,3.732691930236576e+20
2023-08-31,3.996145165772224e+20,3.9815380589190146e+20
2023-09-01,3.9967428985849145e+20,4.175085047894244e+20
2023-09-02,4.067120928343423e+20,4.2027346177478486e+20
2023-09-03,3.969156976215313e+20,4.368632036869475e+20
2023-09-06,3.928678999856063e+20,3.633954539854071e+20
2023-09-07,3.788745055202053e+20,3.930054539397736e+20
2023-09-08,3.9893740770790834e+20,3.5801181763006765e+20
2023-09-09,3.942884132766355e+20,4.06464544828122e+20
2023-09-10,4.061223786089444e+20,3.956972721174432e+20
2023-09-11,3.884584718377428e+20,4.279990902494795e+20
2023-09-12,3.9612151118926945e+20,3.795463630514252e+20
2023-09-13,4.1450913181031177e+20,3.956972721174432e+20
2023-09-14,4.4089997201765525e+20,4.360745447824885e+20
2023-09-15,4.075534692405047e+20,5.0606181740190034e+20
2023-09-16,4.0093136207890933e+20,4.172318175388008e+20
2023-09-17,3.9616934482265657e+20,4.0108090847278275e+20
2023-09-18,3.7997090375526816e+20,4.199236357164705e+20
2023-09-19,3.876419847926314e+20,3.9468274432308006e+20
2023-09-20,3.7619030200057856e+20,4.1455885374942216e+20
2023-09-23,3.8437158299336606e+20,4.4295329578705394e+20
2023-09-24,3.809062272137609e+20,4.1455885374942216e+20
2023-09-25,3.714108511209544e+20,4.11719409545659e+20
2023-09-26,4.0786388944351225e+20,3.861644117117906e+20
2023-09-27,3.974751116346181e+20,4.4579273999081714e+20
2023-09-28,4.01212108476263e+20,4.1455885374942216e+20
2023-09-29,3.910997304007694e+20,4.173982979531853e+20
2023-09-30,4.019411899293792e+20,3.9184330011931686e+20
2023-10-01,4.2591970158462475e+20,4.0036163273060634e+20
2023-10-02,4.301199623968874e+20,4.4579273999081714e+20
2023-10-03,3.923433605786097e+20,4.673126912631659e+20
2023-10-04,4.0522457246749943e+20,3.732802594846021e+20
2023-10-05,4.269996717469546e+20,4.0177493578113647e+20
2023-10-06,4.404425527121587e+20,4.5591482074455205e+20
2023-10-07,4.149189514456343e+20,4.872589646707401e+20
2023-10-08,4.2202611916690457e+20,4.2172120918871074e+20
2023-10-09,4.283649929536466e+20,4.4451695022593835e+20
2023-10-10,4.230979947717643e+20,4.6161375600385904e+20
2023-10-11,4.2631812253789566e+20,4.5591482074455205e+20
2023-10-12,3.9646068179922203e+20,4.7016215889281935e+20
2023-10-13,4.061988681465001e+20,3.9322653289217615e+20
2023-10-14,4.293984243369353e+20,4.160222739294038e+20
2023-10-15,4.066472277904729e+20,4.758610941521263e+20
2023-10-16,4.3385479295339974e+20,4.2777308364600115e+20
2023-10-17,4.141329288933179e+20,4.914839684443417e+20
2023-10-18,4.089332628276672e+20,4.3990849027425645e+20
2023-10-19,4.077239543555282e+20,4.2473923198893726e+20
2023-10-20,4.2854662437415984e+20,4.065361220465543e+20
2023-10-21,4.327095392782037e+20,4.550777485595757e+20
2023-10-22,4.421374793984086e+20,4.641793035307672e+20
2023-10-25,4.4022552535714824e+20,4.368746386171927e+20
2023-10-26,4.380313067306934e+20,4.550777485595757e+20
2023-10-27,4.453907940904337e+20,4.6721315518783114e+20
2023-10-28,4.1108419787425146e+20,4.854162651302141e+20
2023-10-29,4.343998083422287e+20,4.156376770177458e+20
2023-10-30,4.328895900874946e+20,4.843918588947384e+20
2023-10-31,4.5547569326062954e+20,4.812867828761823e+20
2023-11-01,4.5323669024593694e+20,4.6265632676484625e+20
2023-11-02,4.392617872329163e+20,4.471309466720661e+20
2023-11-03,4.80180275674059e+20,4.22290338523618e+20
2023-11-04,4.693574979575564e+20,5.216527711174104e+20
2023-11-07,4.537621554546277e+20,4.129751104679499e+20
2023-11-08,4.525203610656548e+20,4.6265632676484625e+20
2023-11-09,4.684713138487724e+20,4.4402587065351006e+20
2023-11-10,4.7275872576411756e+20,4.7818170685762634e+20
2023-11-11,4.7026933499169486e+20,4.9681216296896233e+20
2023-11-14,4.4928676688910634e+20,4.4369622537861766e+20
2023-11-15,4.511403595980776e+20,4.7584812576837265e+20
2023-11-16,4.494163144057042e+20,4.7584812576837265e+20
2023-11-17,4.4856965763974994e+20,4.822785058463236e+20
2023-11-18,4.7411253001100467e+20,4.7906331580734806e+20
2023-11-19,4.7330509637189874e+20,5.465823066258335e+20
2023-11-20,4.560903394897505e+20,5.3372154646993155e+20
2023-11-21,4.401050317751685e+20,4.8870888592427463e+20
2023-11-22,4.5033272423751365e+20,4.565569855345197e+20
2023-11-23,4.777490541615679e+20,4.726329357293971e+20
2023-11-24,4.6745459428528436e+20,5.401519265478824e+20
2023-11-25,4.509407938580689e+20,5.1121521619710306e+20
2023-11-28,4.3921224604720516e+20,4.965954116412302e+20
2023-11-29,4.419181110688478e+20,4.5943521077011775e+20
2023-11-30,4.8997505693674314e+20,4.526788106117337e+20
2023-12-03,4.885971744285926e+20,5.5740301306668705e+20
2023-12-04,4.669508205150536e+20,5.2362101227476654e+20
2023-12-05,4.7319523765265164e+20,4.6619161092850195e+20
2023-12-08,5.0257855837251496e+20,4.5605701069092566e+20
2023-12-09,4.786741602566651e+20,5.3037741243315074e+20
2023-12-10,4.947033380987968e+20,4.684112691673423e+20
2023-12-11,4.741519704510857e+20,5.2863557520314335e+20
2023-12-12,4.7944528223945104e+20,4.817944482864091e+20
2023-12-13,4.826896512960667e+20,4.985234221852428e+20
2023-12-14,5.037714819522636e+20,4.8848603784594253e+20
2023-12-15,4.821658681407801e+20,5.4536454910197714e+20
2023-12-16,4.778521904225533e+20,5.0856080652454304e+20
2023-12-17,4.97248433183737e+20,5.0186921696500954e+20
2023-12-18,4.97875883368839e+20,5.6209352300081073e+20
2023-12-19,4.758919517677475e+20,5.420187543222103e+20
2023-12-20,4.8088390413634634e+20,4.8514024306617595e+20
2023-12-21,5.095556488282705e+20,4.8848603784594253e+20
2023-12-22,4.992822526412266e+20,5.6209352300081073e+20
2023-12-23,5.128777251523061e+20,5.727111930304281e+20
2023-12-24,4.6948953254652196e+20,6.120850875512703e+20
2023-12-25,4.6661050757913975e+20,4.975428489451845e+20
2023-12-29,4.7226644344662e+20,5.4049618842246663e+20
2023-12-30,4.883362055899924e+20,5.190195186838256e+20
2023-12-31,5.21354749661858e+20,5.583934132046675e+20
2024-01-01,4.983114236811751e+20,5.5481396824822736e+20
2024-01-02,5.371979277579933e+20,4.689072892936631e+20
2024-01-03,5.507218859444114e+20,5.655523031175479e+20
2024-01-04,5.082466689326073e+20,6.0850564259483e+20
2024-01-05,5.116944160723072e+20,4.9396340398874434e+20
2024-01-09,5.103959216193673e+20,5.530784681633393e+20
2024-01-10,5.7143240530912517e+20,4.8394365964292194e+20
2024-01-11,5.6162445487397824e+20,6.294906249490638e+20
2024-01-12,5.338648806960531e+20,6.11297254285796e+20
2024-01-18,4.870406797573985e+20,5.166917268368038e+20
2024-01-19,5.0496882273906026e+20,4.803049855102684e+20
2024-01-20,5.009204001099183e+20,5.203304009694575e+20
2024-01-21,5.244245370139725e+20,4.8955134776354066e+20
2024-01-22,5.088774138461252e+20,5.594872545869035e+20
2024-01-23,5.062724736299386e+20,5.3850648253989473e+20
2024-01-24,5.4712277596228085e+20,5.245193011752221e+20
2024-01-25,5.1537239947088796e+20,6.329199567514345e+20
2024-01-26,5.445516679232026e+20,5.315128918575584e+20
2024-01-27,5.324343743693641e+20,5.979520033397532e+20
2024-01-28,5.266736264393851e+20,5.594872545869035e+20
2024-01-29,5.153667727425845e+20,5.45500073222231e+20
2024-01-30,4.9338606062281916e+20,5.035385291282132e+20
2024-01-31,5.268282105465391e+20,4.580801896930273e+20
2024-02-01,5.781009028382387e+20,5.350096871987265e+20
2024-02-02,5.2839694281484036e+20,6.573975241396117e+20
2024-02-03,5.3320947281058254e+20,5.6673818462849126e+20
2024-02-04,5.336654062003318e+20,5.8175111667163005e+20
2024-02-05,5.5373219116648215e+20,5.855043496824149e+20
2024-02-06,5.411340102379654e+20,6.380496118334008e+20
2024-02-07,5.1721937100796966e+20,6.005172817255536e+20
2024-02-08,5.697752822968351e+20,5.1794615548829e+20
2024-02-09,5.507985401294399e+20,6.23036679790262e+20
2024-02-10,5.315844318743182e+20,5.704914176392759e+20
2024-02-11,5.943057220683054e+20,5.141929224775053e+20
2024-02-12,5.359698107985126e+20,6.718287089304631e+20
2024-02-13,5.4949321126599636e+20,5.0668645645593595e+20
2024-02-14,5.806711283019192e+20,5.2169938849907474e+20
2024-02-15,5.43638037896028e+20,5.892575826931995e+20
2024-02-16,5.6805722428364076e+20,5.443866164219562e+20
2024-02-19,5.5460635983922915e+20,5.525117898013884e+20
2024-02-20,5.474020892262372e+20,5.728247232499688e+20
2024-02-21,5.434261004023382e+20,5.6063696318082056e+20
2024-02-22,5.788183565948561e+20,5.4844920311167235e+20
2024-02-23,5.446331673355475e+20,6.459512836648584e+20
2024-02-24,5.889273989693003e+20,5.565743764911044e+20
2024-02-25,5.39877422089798e+20,6.662642171134388e+20
2024-02-28,5.8336617501884835e+20,6.053254167676976e+20
2024-02-29,6.177671098564208e+20,5.4032402973224e+20
2024-03-05,6.039227397065564e+20,6.587433479554569e+20
2024-03-06,6.714986119818248e+20,5.522399324177484e+20
2024-03-07,6.322566108018906e+20,7.100227702513909e+20
2024-03-08,6.506717277749425e+20,6.074639256595234e+20
2024-03-09,6.204646008872096e+20,6.429650641720929e+20
2024-03-10,6.751665301319285e+20,5.640736452552717e+20
2024-03-11,6.251235861461403e+20,6.705770607929802e+20
2024-03-12,6.628150536735419e+20,5.5618450336358944e+20
2024-03-13,6.290371908535006e+20,6.311313513345696e+20
2024-03-16,6.16441448566033e+20,6.009225694689919e+20
2024-03-17,6.160766852301686e+20,6.092687162671724e+20
2024-03-18,6.244390655870547e+20,6.009225694689919e+20
2024-03-19,6.075658538291602e+20,6.551725236571649e+20
2024-03-22,6.24041419098209e+20,5.633649088771799e+20
2024-03-23,6.493967532731886e+20,6.509994502580745e+20
2024-03-24,5.931038360777983e+20,7.094224778453377e+20
2024-03-25,6.070541960719963e+20,5.508456886799093e+20
2024-03-26,6.096611458453484e+20,5.5919183547808966e+20
2024-03-27,6.40603335933085e+20,5.675379822762702e+20
2024-03-28,6.245483126802752e+20,6.281043485936673e+20
2024-03-29,6.515748966051886e+20,5.950462249834744e+20
2024-03-30,6.20713193455349e+20,6.405011449474899e+20
2024-03-31,6.719985628777004e+20,5.6612036682455554e+20
2024-04-01,6.535328338055214e+20,6.198398176911192e+20
2024-04-02,6.42973437078681e+20,6.11575286788571e+20
2024-04-03,6.373828205292801e+20,5.8678169408092635e+20
2024-04-04,6.601602958280373e+20,5.7025263227582965e+20
2024-04-05,6.74446140587077e+20,6.11575286788571e+20
2024-04-06,7.063413952214371e+20,6.405011449474899e+20
2024-04-07,6.946498511277342e+20,7.024851267166018e+20
2024-04-08,6.675542524879114e+20,6.528979413013124e+20
2024-04-09,6.719186833127318e+20,6.033107558860228e+20
2024-04-10,6.409523620894746e+20,6.239720831423933e+20
2024-04-11,6.479988932899482e+20,5.668606095352726e+20
2024-04-12,6.87367128441186e+20,5.840382037636142e+20
2024-04-13,6.624305440034153e+20,7.042813633620053e+20
2024-04-14,6.379641922055234e+20,6.742205734624075e+20
2024-04-15,6.707577038968551e+20,6.055101965490411e+20
2024-04-16,6.201183240673265e+20,7.085757619190908e+20
2024-04-17,6.333651198807198e+20,5.883326023206995e+20
2024-04-18,6.487464577841807e+20,6.226877907773829e+20
2024-04-21,4.9746439906214255e+20,6.012157979919559e+20
2024-04-22,5.1934311444190455e+20,6.527485806769807e+20
2024-04-23,5.0232798672567396e+20,7.214589575903469e+20
2024-04-24,4.7955828522914755e+20,6.656317763482368e+20
2024-04-25,4.6529499475163795e+20,6.262946827302349e+20
2024-04-26,4.77364574995595e+20,5.824978517700785e+20
2024-04-27,4.794045687177531e+20,6.131556334421879e+20
2024-04-28,4.6679133274836245e+20,6.131556334421879e+20
2024-04-29,4.76405562299496e+20,5.737384855780473e+20
2024-04-30,4.611042967887604e+20,6.175353165382033e+20
2024-05-01,4.81608099681354e+20,5.7811816867406296e+20
2024-05-04,5.396511332616805e+20,6.175353165382033e+20
2024-05-09,5.660255256581822e+20,5.99332437579012e+20
2024-05-10,5.8030911512893915e+20,5.99332437579012e+20
2024-05-11,5.384528013566602e+20,6.571990177590542e+20
2024-05-12,5.687796997801502e+20,5.4559918455468655e+20
2024-05-13,5.474866180651179e+20,6.075990918904464e+20
2024-05-14,5.593169223804264e+20,5.621324931775559e+20
2024-05-15,5.72363079877411e+20,5.827991289561425e+20
2024-05-16,5.835793467237818e+20,5.869324561118599e+20
2024-05-19,5.87727928460689e+20,6.365323819804677e+20
2024-05-20,5.715972519198672e+20,6.447990362919023e+20
2024-05-21,5.92739246454798e+20,5.7039914748899046e+20
2024-05-22,6.1575346658768e+20,6.323990548247503e+20
2024-05-23,5.965393400830777e+20,7.088916617178011e+20
2024-05-24,6.008249201204836e+20,6.711400347624153e+20
2024-05-25,6.128605025867411e+20,6.711400347624153e+20
2024-05-28,5.595000199852769e+20,5.620797791135229e+20
2024-05-31,5.66440545041915e+20,6.208045321552343e+20
2024-06-01,5.651438010685195e+20,5.914421556343784e+20
2024-06-02,5.969464366836032e+20,5.8724753041711346e+20
2024-06-03,5.599517999730477e+20,6.585561591106201e+20
2024-06-06,5.7618984607651444e+20,5.534898055901368e+20
2024-06-07,6.131156258216941e+20,5.90944002960898e+20
2024-06-08,5.842742384241277e+20,7.157913275301018e+20
2024-06-09,5.582924076307599e+20,6.367213553029393e+20
2024-06-12,5.4948713421194055e+20,6.075903129034584e+20
2024-06-15,5.732413555734922e+20,5.5765138307577695e+20
2024-06-16,5.490714704902006e+20,6.783371301593408e+20
2024-06-17,5.681034970295262e+20,5.8262084798961766e+20
2024-06-18,5.440706141961909e+20,6.325597778172991e+20
2024-06-19,5.412003292205916e+20,5.701361155326973e+20
2024-06-20,5.491333720664325e+20,5.532161400523155e+20
2024-06-21,5.720216806253673e+20,5.8233277900243744e+20
2024-06-28,5.818828334808615e+20,5.6153517975235035e+20
2024-07-01,5.754965963946345e+20,5.864922988524547e+20
2024-07-02,5.6237112613239685e+20,6.156089378025767e+20
2024-07-03,5.459942385658929e+20,6.031303782525245e+20
2024-07-06,5.4692871179347585e+20,6.520350529717147e+20
2024-07-07,5.7027859612251305e+20,5.5719359072128336e+20
2024-07-08,5.674502307839321e+20,6.283246874091068e+20
2024-07-09,5.405445922454884e+20,6.08566049440267e+20
2024-07-10,5.471895130780413e+20,5.374349527524436e+20
2024-07-11,5.610491893763955e+20,5.5324186312751546e+20
2024-07-12,5.7203958298448894e+20,5.927591390651951e+20
2024-07-13,5.972852352153453e+20,6.08566049440267e+20
2024-07-14,5.872495845842258e+20,6.599385081592505e+20
2024-07-15,5.8391740377063077e+20,6.04614321846499e+20
2024-07-16,6.024461066829436e+20,5.809039562838911e+20
2024-07-19,6.175374233900455e+20,5.995563615235584e+20
2024-07-20,6.25339241159295e+20,6.729714261999124e+20
2024-07-21,6.28844413633874e+20,6.892858850168799e+20
2024-07-22,6.103622353027423e+20,7.300720320592991e+20
2024-07-23,5.630847761603969e+20,6.892858850168799e+20
2024-07-24,5.93236144382859e+20,5.710060585938651e+20
2024-07-25,5.995992509941464e+20,6.648141967914288e+20
2024-07-26,5.93306730738615e+20,6.525783526787031e+20
2024-07-27,5.8282701277467214e+20,6.281066644532517e+20
2024-07-28,6.335966591722176e+20,6.036349762278004e+20
2024-07-29,5.804459338014959e+20,7.259934173550569e+20
2024-07-30,5.649826523603115e+20,6.11792205636284e+20
2024-07-31,5.610784372248245e+20,6.354949362456388e+20
2024-08-03,5.6424970388425055e+20,6.084525985330585e+20
2024-08-04,5.573742996727084e+20,6.44509048816499e+20
2024-08-05,5.441026229439365e+20,7.031007805270899e+20
2024-08-11,5.922531382685155e+20,7.256360619542402e+20
2024-08-27,6.065560808422998e+20,6.132134263989983e+20
2024-08-28,5.600611260045294e+20,6.952631102129489e+20
2024-08-29,5.7555606399533607e+20,5.8709119659630703e+20
2024-08-30,5.947326589314425e+20,6.315678023990575e+20
2024-08-31,6.224362796904432e+20,6.538061053004327e+20
2024-09-01,6.662808590766374e+20,6.315678023990575e+20
2024-09-02,6.37927569836274e+20,7.427593169059338e+20
2024-09-03,6.31833019096088e+20,6.627014264609829e+20
2024-09-04,6.384399217883443e+20,6.71596747621533e+20
2024-09-05,6.224846910701337e+20,6.893873899426332e+20
2024-09-06,6.375088146559426e+20,6.449107841398827e+20
2024-09-07,6.609600445014388e+20,7.027303716834584e+20
2024-09-08,6.38608942097832e+20,7.427593169059338e+20
2024-09-09,6.350827109812592e+20,6.449107841398827e+20
2024-09-14,6.80928069745321e+20,6.403353369970079e+20
2024-09-17,6.567222009976103e+20,6.910093564715912e+20
2024-09-20,6.106808578779232e+20,6.679757112558716e+20
2024-09-21,6.128637009693335e+20,6.219084208244321e+20
2024-09-22,6.339292002014837e+20,6.265151498675762e+20
2024-09-23,6.33266458155268e+20,6.725824402990156e+20
2024-09-24,6.333620235719522e+20,6.679757112558716e+20
2024-09-29,6.254811396390487e+20,6.811640351378445e+20
2024-09-30,6.60665047219418e+20,6.020611149282884e+20
2024-10-01,6.495383775053152e+20,6.899532484944619e+20
2024-10-02,6.528662273229251e+20,6.811640351378445e+20
2024-10-03,6.754239928645494e+20,6.943478551727706e+20
2024-10-04,6.485013866553332e+20,7.42688528634166e+20
2024-10-05,6.514335550071691e+20,6.635856084246098e+20
2024-10-06,6.636234328174432e+20,6.679802151029185e+20
2024-10-07,6.804528828779647e+20,6.811640351378445e+20
2024-10-10,6.306924281102672e+20,7.092505754670112e+20
2024-10-11,6.446338852532844e+20,6.406134230024618e+20
2024-10-12,6.353635276738346e+20,6.543408534953717e+20
2024-10-13,6.46930868879724e+20,6.314618026738551e+20
2024-10-14,6.834661444086934e+20,6.360376128381585e+20
2024-10-15,6.640019202584067e+20,7.138263856313146e+20
2024-10-16,6.934613051877263e+20,6.45189233166765e+20
2024-10-17,6.579605430810254e+20,7.184021957956179e+20
2024-10-18,7.284615351870981e+20,6.223101823452486e+20
2024-10-19,7.300721977662804e+20,7.916151584244706e+20
2024-10-20,7.268327029869201e+20,7.916151584244706e+20
2024-10-21,6.631852146309834e+20,7.82463538095864e+20
2024-10-22,6.854772163592347e+20,6.314618026738551e+20
2024-10-23,6.826461330978777e+20,7.181432982753781e+20
2024-10-24,6.964921156915731e+20,6.991196347449044e+20
2024-10-25,6.812292948671279e+20,7.276551300406148e+20
2024-10-26,7.115504882611284e+20,6.943637188622861e+20
2024-10-27,7.31169535838241e+20,7.657024571015619e+20
2024-10-28,7.23318758328234e+20,7.989938682798907e+20
2024-10-29,7.509644083675704e+20,7.466787935710885e+20
2024-10-30,7.309921883379634e+20,8.037497841625091e+20
2024-10-31,7.116391562402957e+20,7.514347094537069e+20
2024-11-01,6.893674474716575e+20,7.276551300406148e+20
2024-11-02,6.676496305844119e+20,6.70584139449194e+20
2024-11-03,7.073566834137498e+20,6.277808965056285e+20
2024-11-04,6.85580038781133e+20,7.181432982753781e+20
2024-11-05,7.373111476663724e+20,7.023519886923256e+20
2024-11-06,7.480591001215989e+20,7.730924767620562e+20
2024-11-07,7.243110011124523e+20,7.882511527769986e+20
2024-11-08,7.202135307337462e+20,7.175106647072679e+20
2024-11-09,7.52555970644603e+20,7.023519886923256e+20
2024-11-10,7.372146422707803e+20,7.478280167371523e+20
2024-11-11,7.834106362135056e+20,6.871933126773834e+20
2024-11-12,7.662991916319025e+20,7.377222327271909e+20
2024-11-15,8.22971311960067e+20,7.579338007471139e+20
2024-11-16,8.065164432484199e+20,7.933040447819793e+20
2024-11-17,8.222515660409468e+20,7.579338007471139e+20
2024-11-18,8.673071868045589e+20,7.882511527769986e+20
2024-11-19,8.148646490653915e+20,8.898459551158969e+20
2024-11-20,8.229181934829593e+20,7.474706022973533e+20
2024-11-21,8.267583502178588e+20,7.322161002096525e+20
2024-11-22,8.148585734039865e+20,7.271312661804189e+20
2024-11-23,8.043025145341089e+20,7.017070960342502e+20
2024-11-24,8.848213892868579e+20,6.813677599173154e+20
2024-11-25,8.019249370945281e+20,8.593369509404947e+20
2024-11-26,7.908953072709916e+20,7.067919300634838e+20
2024-11-27,8.202340259522662e+20,6.762829258880816e+20
2024-11-30,8.670434085333816e+20,8.339127807943263e+20
2024-12-03,8.430746721080854e+20,8.110420706273808e+20
2024-12-04,8.83469851220791e+20,7.593833400141715e+20
2024-12-05,8.258425664319687e+20,8.007103245047389e+20
2024-12-06,8.472567471220244e+20,7.025587363396417e+20
2024-12-07,8.589391688130864e+20,7.335539747075673e+20
2024-12-08,9.043586974118248e+20,7.542174669528507e+20
2024-12-09,8.705334686851653e+20,8.627008012405894e+20
2024-12-10,8.477617133221834e+20,7.95544451443418e+20
2024-12-11,8.726654126602886e+20,7.335539747075673e+20
2024-12-12,9.232035888226579e+20,7.645492130754927e+20
2024-12-13,9.042239221939097e+20,8.781984204245522e+20
2024-12-14,8.558676687535344e+20,8.213738167500226e+20
2024-12-15,8.933896204764774e+20,7.077246094009627e+20
2024-12-16,8.698062343641022e+20,7.984141310369079e+20
2024-12-17,8.831734901387697e+20,7.336778501420234e+20
2024-12-18,8.74951881860923e+20,7.768353707386128e+20
2024-12-19,8.772624529110254e+20,7.822300608131865e+20
2024-12-20,8.658840694031195e+20,8.145982012606288e+20
2024-12-21,8.875789610709805e+20,7.822300608131865e+20
2024-12-22,8.440934057515904e+20,8.361769615589236e+20
2024-12-23,8.265200074547499e+20,7.498619203657444e+20
2024-12-24,8.893970559317317e+20,7.120990898437284e+20
2024-12-25,8.31624447240106e+20,8.145982012606288e+20
2024-12-26,8.989889991803053e+20,7.067043997691547e+20
2024-12-27,8.598523322502075e+20,8.523610317826446e+20
2024-12-28,8.986311080273402e+20,7.714406806640392e+20
2024-12-29,8.974346827226537e+20,8.523610317826446e+20
2025-01-01,9.321587903181968e+20,7.640215209930747e+20
2025-01-02,8.748700356617466e+20,9.113685286131676e+20
2025-01-03,8.980875380448952e+20,7.749361141501185e+20
2025-01-04,9.169312004625271e+20,8.131371901997722e+20
2025-01-05,8.653960075180221e+20,8.51338266249426e+20
2025-01-06,8.744392658433877e+20,7.25820444943421e+20
2025-01-09,8.766963179571106e+20,8.295090799353383e+20
2025-01-10,8.66699052041163e+20,7.749361141501185e+20
2025-01-11,9.50953491483796e+20,7.531069278360307e+20
2025-01-14,8.865398267091664e+20,8.455514908919085e+20
2025-01-19,9.532854550225002e+20,8.235891145051056e+20
2025-01-20,9.020180984419021e+20,8.345703026985071e+20
2025-01-21,9.543854244636163e+20,7.302490148611938e+20
2025-01-22,9.106864393932699e+20,8.235891145051056e+20
2025-01-23,9.316815221233244e+20,7.467207971512958e+20
2025-01-26,9.608915253745391e+20,7.522113912479964e+20
2025-01-27,9.501331420355538e+20,8.383362413197757e+20
2025-01-28,9.688231196186703e+20,7.953446392008126e+20
2025-01-29,9.549549854949282e+20,8.329622910549053e+20
2025-02-01,1.0027108610152906e+21,9.888068487361454e+20
2025-02-02,9.450282595138281e+20,9.189454952928312e+20
2025-02-03,9.018901791927804e+20,8.222143905251645e+20
2025-02-04,9.340333086736056e+20,7.039874846980166e+20
2025-02-05,9.363379045096448e+20,7.738488381413312e+20
2025-02-06,1.0087553643462883e+21,7.792227884062018e+20
2025-02-07,9.738009108587005e+20,9.296933958225716e+20
2025-02-08,9.326441501838848e+20,8.598320423792569e+20
2025-02-09,9.264799598085433e+20,8.115658708573904e+20
2025-02-12,9.766133592048629e+20,7.548130127554751e+20
2025-02-13,9.662681538256351e+20,8.966951580102635e+20
2025-02-14,9.911026534220864e+20,8.626434431491142e+20
2025-02-15,9.67828079205165e+20,9.080457296306464e+20
2025-02-16,9.274453823113162e+20,8.569681573389225e+20
2025-02-17,9.350002019463583e+20,7.775141559962411e+20
2025-02-25,9.615061593712672e+20,8.079687983546153e+20
2025-02-26,9.315200107651046e+20,8.629326621882627e+20
2025-02-27,9.334500778904525e+20,8.244579575047096e+20
2025-02-28,9.198418926519294e+20,8.57436275804898e+20
2025-03-03,9.241455926744061e+20,8.244579575047096e+20
2025-03-04,9.157624590575754e+20,8.024724119712507e+20
2025-03-05,1.01934131382078e+21,7.365157753708739e+20
2025-03-06,9.3697954863706e+20,9.343856851720042e+20
2025-03-07,9.167320349688407e+20,7.804868664377918e+20
