Date,Efficiency,BlockSpeed,BTC,USD,HashRate,BTCPrice,ElectricityPrice
2022-01-01,57.327681124347386,8.372093023255815,1075.0,50621363.0,2.0753247691487887e+20,47089.64,3.48
2022-01-02,57.327681124347386,9.113924050632912,987.5,46670573.25,1.9064029856134224e+20,47261.34,3.48
2022-01-03,57.327681124347386,10.285714285714286,875.0,41092931.25,1.6892178353536654e+20,46963.35,3.48
2022-01-04,57.327681124347386,9.79591836734694,918.75,42599019.75,1.7736787271213482e+20,46366.28,3.48
2022-01-05,57.327681124347386,9.6,937.5,43447453.125,1.8098762521646413e+20,46343.95,3.48
2022-01-06,57.327681124347386,9.863013698630136,912.5,39358944.625,1.761612885440251e+20,43133.09,3.48
2022-01-07,57.327681124347386,10.285714285714286,875.0,36688417.5,1.6892178353536654e+20,41929.62,3.48
2022-01-08,57.327681124347386,10.0,900.0,37701045.0,1.744606740180451e+20,41890.05,3.48
2022-01-09,57.327681124347386,10.212765957446807,881.25,36895884.1875,1.7082607664266913e+20,41867.67,3.48
2022-01-10,57.327681124347386,10.140845070422536,887.5,37076404.125,1.720376091011278e+20,41776.23,3.48
2022-01-11,57.327681124347386,9.113924050632912,987.5,41629928.875,1.9142212843646616e+20,42156.89,3.48
2022-01-12,57.327681124347386,10.359712230215829,868.75,37427096.5625,1.6840301172575184e+20,43081.55,3.48
2022-01-13,57.327681124347386,8.044692737430168,1118.75,48842107.8125,2.1686431006409772e+20,43657.75,3.48
2022-01-14,57.327681124347386,9.056603773584904,993.75,42572240.0625,1.9263366089492477e+20,42839.99,3.48
2022-01-15,57.327681124347386,8.674698795180722,1037.5,44687210.375,2.0111438810413528e+20,43072.01,3.48
2022-01-16,57.327681124347386,8.228571428571428,1093.75,47142670.3125,2.120181802302631e+20,43101.87,3.48
2022-01-17,57.327681124347386,8.944099378881987,1006.25,42949728.5,1.950567258118421e+20,42682.96,3.48
2022-01-18,57.327681124347386,10.588235294117649,850.0,35658511.5,1.6476841435037594e+20,41951.19,3.48
2022-01-19,57.327681124347386,8.323699421965317,1081.25,45311900.5,2.0959511531334586e+20,41906.96,3.48
2022-01-20,57.327681124347386,8.520710059171599,1056.25,44407158.25,2.0474898547951124e+20,42042.28,3.48
2022-01-21,57.327681124347386,10.74626865671642,837.5,32511959.375,1.774749496678698e+20,38820.25,3.48
2022-01-22,57.327681124347386,10.74626865671642,837.5,29743268.125,1.774749496678698e+20,35514.35,3.48
2022-01-23,57.327681124347386,10.212765957446807,881.25,31172826.375,1.8674602912813164e+20,35373.42,3.48
2022-01-24,57.327681124347386,9.6,937.5,33074428.125,1.986659884341826e+20,35279.39,3.48
2022-01-25,57.327681124347386,9.473684210526317,950.0,34638795.5,2.0131486827997168e+20,36461.89,3.48
2022-01-26,57.327681124347386,11.076923076923077,812.5,30631103.75,1.7217718997629157e+20,37699.82,3.48
2022-01-27,56.07091117558512,10.99236641221374,818.75,29805668.562500004,1.7350162989918614e+20,36403.87,3.48
2022-01-28,54.88926703004184,9.35064935064935,962.5,35667362.5,2.039637481257608e+20,37057.0,3.48
2022-01-29,54.88926703004184,9.664429530201344,931.25,35168702.8125,1.9734154851128803e+20,37765.05,3.48
2022-01-30,54.249521724453096,9.863013698630136,912.5,34655600.25,1.933682287426044e+20,37978.74,3.48
2022-01-31,53.778393826993025,10.06993006993007,893.75,33305522.25,1.8939490897392075e+20,37264.92,3.48
2022-02-01,53.85700339488918,9.35064935064935,962.5,37117782.625,2.039637481257608e+20,38563.93,3.48
2022-02-02,53.85700339488918,9.411764705882351,956.25,36735137.4375,2.0263930820286625e+20,38415.83,3.48
2022-02-03,53.85700339488918,9.79591836734694,918.75,33915858.375,1.9469266866549893e+20,36915.22,3.48
2022-02-04,53.85700339488918,11.076923076923077,812.5,30847586.25,1.7248311711713876e+20,37966.26,3.48
2022-02-05,53.85700339488918,12.100840336134452,743.75,30873560.8125,1.5788839182261164e+20,41510.67,3.48
2022-02-06,53.85700339488918,9.23076923076923,975.0,40549567.5,2.0697974054056657e+20,41589.3,3.48
2022-02-07,53.85700339488918,10.588235294117649,850.0,36392087.0,1.8044387636869903e+20,42814.22,3.48
2022-02-08,53.85700339488918,9.35064935064935,962.5,42280199.5,2.043261541233798e+20,43927.48,3.48
2022-02-09,54.526268309379006,10.285714285714286,875.0,38487470.0,1.8575104920307253e+20,43985.68,3.48
2022-02-10,54.526268309379006,9.79591836734694,918.75,40632793.6875,1.9503860166322615e+20,44226.17,3.48
2022-02-11,54.526268309379006,10.140845070422536,887.5,38496208.875,1.8840463562025927e+20,43376.01,3.48
2022-02-12,54.526268309379006,7.700534759358288,1168.75,49483963.375,2.4811033000696116e+20,42339.22,3.48
2022-02-13,55.76178973911465,9.113924050632912,987.5,41796036.25,2.0963332695775327e+20,42325.1,3.48
2022-02-14,55.76178973911465,9.411764705882351,956.25,40338057.9375,2.029993609147864e+20,42183.59,3.48
2022-02-15,57.074273489736576,8.228571428571428,1093.75,48176067.1875,2.3218881150384062e+20,44046.69,3.48
2022-02-16,57.074273489736576,9.23076923076923,975.0,42953839.5,2.0697974054056657e+20,44055.22,3.48
2022-02-17,57.074273489736576,9.171974522292992,981.25,42373946.75,2.1826998682616473e+20,43183.64,3.48
2022-02-18,57.074273489736576,10.74626865671642,837.5,33871515.0,1.8629412888347817e+20,40443.6,3.48
2022-02-19,57.074273489736576,9.664429530201344,931.25,37323680.5,2.0714794928088243e+20,40079.12,3.48
2022-02-20,57.074273489736576,10.0,900.0,34570872.0,2.00196675815081e+20,38412.08,3.48
2022-02-21,55.76178973911465,11.707317073170731,768.75,29778653.625,1.71001327258715e+20,38736.46,3.48
2022-02-22,54.526268309379006,9.473684210526317,950.0,35712010.5,2.113187133603633e+20,37591.59,3.48
2022-02-23,54.526268309379006,9.6,937.5,35727496.875,2.085382039740427e+20,38109.33,3.48
2022-02-24,53.85700339488918,10.909090909090908,825.0,29481061.500000004,1.835136194971576e+20,35734.62,3.48
2022-02-25,53.85700339488918,10.74626865671642,837.5,32479573.25,1.8629412888347817e+20,38781.58,3.48
2022-02-26,53.85700339488918,11.52,781.25,30628992.1875,1.7378183664503557e+20,39205.11,3.48
2022-02-27,53.85700339488918,10.588235294117649,850.0,32992206.0,1.890746382697987e+20,38814.36,3.48
2022-02-28,53.85700339488918,9.35064935064935,962.5,36918622.125,2.1409922274668387e+20,38357.01,3.48
2022-03-01,53.38875299742333,8.88888888888889,1012.5,44081799.75,2.2522126029196607e+20,43537.58,3.48
2022-03-02,53.38875299742333,10.588235294117649,850.0,37451493.0,1.890746382697987e+20,44060.58,3.48
2022-03-03,53.38875299742333,9.72972972972973,925.0,40143076.0,2.0575769458772217e+20,43397.92,3.48
2022-03-04,53.38875299742333,10.359712230215829,868.75,35951220.625,1.90365286645501e+20,41382.7,3.48
2022-03-05,53.38875299742333,11.707317073170731,768.75,30078796.6875,1.684527356647239e+20,39126.89,3.48
2022-03-06,53.38875299742333,10.99236641221374,818.75,31946257.6875,1.7940901115511246e+20,39018.33,3.48
2022-03-07,53.38875299742333,9.72972972972973,925.0,35321014.0,2.0269109657218813e+20,38184.88,3.48
2022-03-08,53.38875299742333,9.72972972972973,925.0,35788647.75,2.0269109657218813e+20,38690.43,3.48
2022-03-09,53.38875299742333,10.434782608695652,862.5,36176208.375,1.8899575220920245e+20,41943.43,3.48
2022-03-10,53.38875299742333,9.93103448275862,906.25,35608483.75,1.9858249326329243e+20,39292.12,3.48
2022-03-11,53.38875299742333,10.434782608695652,862.5,33545367.75,1.8899575220920245e+20,38893.18,3.48
2022-03-12,53.38875299742333,9.23076923076923,975.0,38147109.0,2.1364737206257667e+20,39125.24,3.48
2022-03-13,53.38875299742333,9.536423841059603,943.75,36786393.5,2.0679969988108383e+20,38978.96,3.48
2022-03-14,53.38875299742333,9.411764705882351,956.25,37101295.125,2.0953876875368097e+20,38798.74,3.48
2022-03-15,53.38875299742333,10.359712230215829,868.75,33832964.875,1.90365286645501e+20,38944.42,3.48
2022-03-16,53.38875299742333,9.290322580645162,968.75,39128984.6875,2.1227783762627812e+20,40391.21,3.48
2022-03-17,53.38875299742333,9.056603773584904,993.75,40631734.5,2.1775597537147237e+20,40887.28,3.48
2022-03-18,53.38875299742333,10.06993006993007,893.75,36373480.0,1.951494547366297e+20,40697.6,3.48
2022-03-19,53.38875299742333,9.290322580645162,968.75,40495048.125,2.1152563275648673e+20,41801.34,3.48
2022-03-20,53.38875299742333,9.35064935064935,962.5,40103053.375,2.1016095125483192e+20,41665.51,3.48
2022-03-21,53.38875299742333,9.411764705882351,956.25,39334492.6875,2.087962697531772e+20,41134.11,3.48
2022-03-22,53.38875299742333,9.664429530201344,931.25,39642818.9375,2.0333754374655816e+20,42569.47,3.48
2022-03-23,53.38875299742333,9.93103448275862,906.25,38304568.4375,1.9787881773993915e+20,42267.11,3.48
2022-03-24,53.38875299742333,10.06993006993007,893.75,38517336.0,1.951494547366297e+20,43096.32,3.48
2022-03-25,54.06495398088855,9.23076923076923,975.0,43127360.25,2.1289031425814145e+20,44233.19,3.48
2022-03-26,54.06495398088855,8.944099378881987,1006.25,44682913.625,2.1971372176641524e+20,44405.38,3.48
2022-03-27,54.06495398088855,10.99236641221374,818.75,36592557.5,1.7877327671677262e+20,44693.2,3.48
2022-03-28,55.31347631476106,9.056603773584904,993.75,46921854.0,2.1698435876310568e+20,47216.96,3.48
2022-03-29,55.98026188573051,9.536423841059603,943.75,44866356.3125,2.060669067498677e+20,47540.51,3.48
2022-03-30,55.98026188573051,10.666666666666666,843.75,39872258.4375,1.8423200272339164e+20,47256.01,3.48
2022-03-31,54.930816286654256,10.434782608695652,862.5,40590440.25,1.9610838061904616e+20,47061.38,3.48
2022-04-01,54.75818826563161,10.212765957446807,881.25,40054716.0,2.003716062846776e+20,45452.16,3.58
2022-04-02,54.75818826563161,10.666666666666666,843.75,39273727.5,1.918451549534147e+20,46546.64,3.58
2022-04-03,54.75818826563161,10.359712230215829,868.75,40277439.25,1.9752945584092332e+20,46362.52,3.58
2022-04-04,54.75818826563161,9.113924050632912,987.5,45500148.75,2.2452988505658914e+20,46076.1,3.58
2022-04-05,54.75818826563161,9.93103448275862,906.25,42226483.125,2.060559071721862e+20,46594.74,3.58
2022-04-06,54.75818826563161,9.6,937.5,42109790.625,2.131612832815719e+20,44917.11,3.58
2022-04-07,54.75818826563161,10.434782608695652,862.5,37485483.375,1.9610838061904616e+20,43461.43,3.58
2022-04-08,54.75818826563161,10.74626865671642,837.5,36458988.0,1.904240797315376e+20,43533.12,3.58
2022-04-09,54.75818826563161,9.411764705882351,956.25,40618239.1875,2.1742450894720336e+20,42476.59,3.58
2022-04-10,54.75818826563161,10.285714285714286,875.0,37375782.5,1.9895053106280048e+20,42715.18,3.58
2022-04-11,54.75818826563161,10.510948905109489,856.25,35267456.1875,1.94687305397169e+20,41188.27,3.58
2022-04-12,54.06739518908201,9.411764705882351,956.25,38337037.875,2.1742450894720336e+20,40091.02,3.58
2022-04-13,52.77208378279171,10.285714285714286,875.0,35140140.0,1.9895053106280048e+20,40160.16,3.58
2022-04-14,52.77208378279171,10.434782608695652,862.5,35401554.0,1.9363035285416952e+20,41045.28,3.58
2022-04-15,52.77208378279171,9.113924050632912,987.5,39706288.75,2.2169272283303467e+20,40208.9,3.58
2022-04-16,52.77208378279171,10.74626865671642,837.5,33870367.625,1.8801787885839647e+20,40442.23,3.58
2022-04-17,52.77208378279171,8.727272727272727,1031.25,41631005.625,2.3151455232563744e+20,40369.46,3.58
2022-04-18,52.77208378279171,10.74626865671642,837.5,33083100.875,1.8801787885839647e+20,39502.21,3.58
2022-04-19,52.77208378279171,11.612903225806452,775.0,31727833.5,1.739866938689639e+20,40939.14,3.58
2022-04-20,52.77208378279171,9.0,1000.0,41377250.0,2.2449895983092115e+20,41377.25,3.58
2022-04-21,52.77208378279171,8.520710059171599,1056.25,44002994.75,2.371270263214105e+20,41659.64,3.58
2022-04-22,52.77208378279171,10.666666666666666,843.75,34113538.125,1.8942099735733977e+20,40430.86,3.58
2022-04-23,52.77208378279171,8.83435582822086,1018.75,40422359.8125,2.2870831532775096e+20,39678.39,3.58
2022-04-24,52.77208378279171,8.421052631578947,1068.75,42360087.9375,2.39933263319297e+20,39635.17,3.58
2022-04-25,52.77208378279171,8.88888888888889,1012.5,39558496.5,2.273051968288077e+20,39070.12,3.58
2022-04-26,52.77208378279171,10.285714285714286,875.0,35352152.5,1.9643658985205603e+20,40402.46,3.58
2022-04-27,52.77208378279171,8.470588235294118,1062.5,41388699.375,2.3853014482035373e+20,38954.07,3.58
2022-04-28,52.77208378279171,10.909090909090908,825.0,32722090.5,1.9550362058301188e+20,39663.14,3.58
2022-04-29,52.77208378279171,9.6,937.5,36576740.625,2.22163205207968e+20,39015.19,3.58
2022-04-30,52.77208378279171,9.6,937.5,36194700.0,2.22163205207968e+20,38607.68,3.58
2022-05-01,52.05171760755558,8.622754491017965,1043.75,39677978.8125,2.473417017982044e+20,38014.83,3.58
2022-05-02,52.05171760755558,9.0,1000.0,38680420.0,2.3697408555516592e+20,38680.42,3.58
2022-05-03,52.05171760755558,9.6,937.5,36021665.625,2.22163205207968e+20,38423.11,3.58
2022-05-04,52.05171760755558,9.863013698630136,912.5,35545607.125,2.1623885306908885e+20,38954.09,3.58
2022-05-05,52.05171760755558,9.171974522292992,981.25,38740682.1875,2.3253082145100657e+20,39480.95,3.58
2022-05-06,52.05171760755558,10.140845070422536,887.5,32050039.0,2.1031450093020978e+20,36112.72,3.58
2022-05-07,52.05171760755558,10.06993006993007,893.75,32123493.187500004,2.1179558896492954e+20,35942.37,3.58
2022-05-08,52.05171760755558,9.290322580645162,968.75,33503414.6875,2.2956864538156696e+20,34584.17,3.58
2022-05-09,51.57531455527352,9.290322580645162,968.75,31984075.625,2.2956864538156696e+20,33015.82,3.58
2022-05-10,51.57531455527352,9.411764705882351,956.25,30015176.625,2.2660646931212737e+20,31388.42,3.58
2022-05-11,51.57531455527352,9.93103448275862,906.25,28035378.4375,2.2525759789129607e+20,30935.59,3.58
2022-05-12,51.14798047750974,10.666666666666666,843.75,24050385.0,2.097225911401722e+20,28504.16,3.58
2022-05-13,51.14798047750974,9.473684210526317,950.0,28755303.0,2.3613210261708276e+20,30268.74,3.58
2022-05-14,51.14798047750974,10.212765957446807,881.25,25964920.875,2.190435951908465e+20,29463.74,3.58
2022-05-15,51.14798047750974,11.80327868852459,762.5,22830309.875,1.895270823637112e+20,29941.39,3.58
2022-05-16,51.14798047750974,8.78048780487805,1025.0,30596690.75,2.547741107184314e+20,29850.43,3.58
2022-05-17,51.14798047750974,9.79591836734694,918.75,27888729.75,2.283645992415208e+20,30355.08,3.58
2022-05-18,51.14798047750974,10.74626865671642,837.5,24956645.75,2.081690904650598e+20,29798.98,3.58
2022-05-19,51.14798047750974,11.80327868852459,762.5,22490471.25,1.895270823637112e+20,29495.7,3.58
2022-05-20,51.14798047750974,11.25,800.0,24108608.0,1.9884808641438548e+20,30135.76,3.58
2022-05-21,51.14798047750974,10.666666666666666,843.75,24742470.9375,2.097225911401722e+20,29324.41,3.58
2022-05-22,50.846424801444975,11.80327868852459,762.5,22803668.125,1.895270823637112e+20,29906.45,3.58
2022-05-23,50.846424801444975,9.0,1000.0,30214890.0,2.4856010801798185e+20,30214.89,3.58
2022-05-24,50.846424801444975,12.0,750.0,21994725.0,1.864200810134864e+20,29326.3,3.58
2022-05-25,50.846424801444975,10.0,900.0,26767674.0,2.2370409721618366e+20,29741.86,3.58
2022-05-26,50.846424801444975,10.212765957446807,881.25,26022069.9375,2.095553698571783e+20,29528.59,3.58
2022-05-27,50.846424801444975,10.434782608695652,862.5,24958455.75,2.0509674496660007e+20,28937.34,3.58
2022-05-28,50.846424801444975,9.72972972972973,925.0,26704204.25,2.1995882793519432e+20,28869.41,3.58
2022-05-29,50.846424801444975,9.664429530201344,931.25,27110307.875,2.2144503623205372e+20,29111.74,3.58
2022-05-30,50.846424801444975,9.35064935064935,962.5,29472337.125,2.2887607771635083e+20,30620.61,3.58
2022-05-31,50.846424801444975,9.863013698630136,912.5,28916486.25,2.1698641134147545e+20,31689.3,3.58
2022-06-01,48.4112487241655,10.588235294117649,850.0,26798893.5,2.021243283728813e+20,31528.11,4.08
2022-06-02,48.70436662914184,11.52,781.25,23434562.5,1.857760371074276e+20,29996.24,4.08
2022-06-03,48.70436662914184,10.06993006993007,893.75,26646843.4375,2.125277864508972e+20,29814.65,4.08
2022-06-04,48.70436662914184,10.359712230215829,868.75,25806627.0625,2.0658295326345953e+20,29705.47,4.08
2022-06-05,48.70436662914184,9.863013698630136,912.5,27173109.375,2.1698641134147545e+20,29778.75,4.08
2022-06-06,48.70436662914184,9.6,937.5,29394909.375,2.2293124452891315e+20,31354.57,4.08
2022-06-07,48.70436662914184,8.88888888888889,1012.5,30003037.875,2.4076574409122614e+20,29632.63,4.08
2022-06-08,48.70436662914184,8.089887640449438,1112.5,33818987.625,2.6795954238055603e+20,30399.09,4.08
2022-06-09,48.70436662914184,9.863013698630136,912.5,27578989.375,2.197870403795572e+20,30223.55,4.08
2022-06-10,48.70436662914184,9.79591836734694,918.75,27399927.1875,2.212924310670884e+20,29823.05,4.08
2022-06-11,48.70436662914184,9.35064935064935,962.5,27676004.125,2.318301658798069e+20,28754.29,4.08
2022-06-12,48.70436662914184,11.338582677165354,793.75,21839793.125,1.9118461731646407e+20,27514.7,4.08
2022-06-13,48.4112487241655,10.827067669172932,831.25,19812976.75,2.002169614416514e+20,23835.16,4.08
2022-06-14,48.4112487241655,9.863013698630136,912.5,20295943.625,2.197870403795572e+20,22242.13,4.08
2022-06-15,48.1147616478676,8.727272727272727,1031.25,21950032.5,2.4838946344265023e+20,21284.88,4.08
2022-06-16,45.54356549665906,12.100840336134452,743.75,15766860.375,1.791414918162144e+20,21199.14,4.08
2022-06-17,44.63299660374004,13.333333333333334,675.0,13932114.749999998,1.6258219425337108e+20,20640.17,4.08
2022-06-18,43.43021532426872,9.23076923076923,975.0,18700812.0,2.3484094725486933e+20,19180.32,4.08
2022-06-19,43.43021532426872,10.827067669172932,831.25,16146898.25,2.002169614416514e+20,19424.84,4.08
2022-06-20,43.43021532426872,10.909090909090908,825.0,16812378.0,1.9871157075412025e+20,20378.64,4.08
2022-06-21,42.89726936688756,9.6,937.5,19663293.75,2.2580860312968203e+20,20974.18,4.08
2022-06-22,42.89726936688756,11.16279069767442,806.25,16382742.0,1.9419539869152657e+20,20319.68,4.08
2022-06-23,42.169764844669665,9.473684210526317,950.0,19471846.0,2.2343104049785992e+20,20496.68,4.08
2022-06-24,42.169764844669665,11.16279069767442,806.25,17017446.1875,1.896223962119995e+20,21106.91,4.08
2022-06-25,42.169764844669665,9.536423841059603,943.75,20067918.875,2.2196109944195295e+20,21264.02,4.08
2022-06-26,42.169764844669665,10.434782608695652,862.5,18448642.125,2.0285186571516232e+20,21389.73,4.08
2022-06-27,41.76330950675611,10.588235294117649,850.0,17922080.0,1.999119836033483e+20,21084.8,4.08
